10	1.0	1
10	0.0	1
10004	0.0	0
10004	0.0	0
10004	0.0	0
10006	1.0	0
10006	1.0	0
10006	0.0	0
10007	0.0	0
10007	0.0	0
10010	1.0	1
10010	1.0	1
10010	0.0	0
10021	0.0	0
10021	0.0	0
10021	0.0	0
10035	0.0	0
10035	1.0	0
10039	0.0	0
10039	0.0	0
10039	1.0	1
10045	0.0	1
10045	1.0	1
10045	0.0	0
10046	1.0	1
10046	0.0	0
10046	1.0	0
10056	1.0	1
10056	1.0	1
10056	1.0	1
10061	0.0	0
10061	0.0	0
10061	0.0	1
10062	0.0	0
10062	1.0	0
10062	1.0	1
10070	0.0	0
10070	0.0	0
10070	0.0	0
10072	0.0	0
10072	1.0	1
10072	1.0	0
10074	1.0	0
10074	1.0	0
10075	0.0	0
10075	1.0	1
10075	1.0	0
10106	0.0	0
10106	0.0	0
10108	1.0	1
10108	0.0	0
10108	0.0	0
10113	0.0	1
10113	0.0	0
10113	1.0	1
10123	0.0	0
10123	0.0	0
10128	0.0	0
10128	1.0	1
1013	0.0	0
1013	0.0	0
1013	0.0	0
10133	0.0	0
10133	0.0	0
10136	0.0	0
10136	1.0	0
10136	0.0	0
10146	1.0	0
10146	0.0	0
10152	1.0	0
10152	1.0	0
10160	0.0	0
10160	1.0	1
10160	0.0	0
10163	0.0	0
10163	0.0	0
10163	0.0	0
1021	0.0	0
1021	1.0	0
1024	0.0	0
1024	0.0	0
1027	1.0	1
1027	0.0	0
1027	1.0	1
1030	1.0	1
1030	0.0	0
1031	0.0	0
1031	1.0	0
1031	0.0	0
1034	0.0	0
1034	0.0	0
1034	0.0	0
1036	1.0	1
1036	0.0	0
1036	1.0	1
1037	0.0	0
1037	1.0	1
1037	1.0	1
1042	1.0	1
1042	0.0	0
1047	0.0	0
1047	0.0	0
1048	0.0	0
1048	0.0	0
1048	0.0	0
1055	1.0	1
1055	1.0	0
1057	0.0	1
1057	0.0	0
1059	1.0	1
1059	0.0	0
1059	1.0	0
1065	1.0	1
1065	0.0	0
1068	0.0	0
1068	1.0	1
1068	0.0	0
1071	1.0	1
1071	1.0	1
1072	0.0	0
1072	0.0	0
1077	0.0	0
1077	0.0	0
1077	0.0	1
1080	0.0	0
1080	0.0	0
109	0.0	0
109	1.0	1
1090	1.0	1
1090	0.0	0
1090	1.0	1
1092	1.0	1
1092	1.0	1
1092	1.0	1
1101	0.0	0
1101	0.0	0
1113	0.0	0
1113	1.0	1
1113	1.0	0
1119	1.0	0
1119	1.0	1
1119	1.0	0
1127	1.0	1
1127	1.0	1
1127	1.0	1
1134	0.0	0
1134	1.0	1
114	1.0	1
114	1.0	1
114	1.0	1
1145	0.0	0
1145	0.0	0
1145	0.0	0
1146	1.0	1
1146	1.0	1
1146	0.0	0
1150	1.0	1
1150	0.0	0
1150	1.0	1
1165	0.0	0
1165	1.0	1
1168	0.0	0
1168	1.0	1
1168	1.0	1
1177	0.0	0
1177	0.0	0
1186	1.0	1
1186	1.0	1
1198	1.0	1
1198	0.0	0
1198	0.0	0
120	0.0	0
120	1.0	0
121	0.0	0
121	0.0	0
121	0.0	0
1216	1.0	1
1216	1.0	1
1218	0.0	0
1218	0.0	0
1218	0.0	0
1225	1.0	0
1225	1.0	1
1225	1.0	1
1232	1.0	0
1232	0.0	0
1232	1.0	1
1234	0.0	1
1234	1.0	1
1234	1.0	1
1235	1.0	1
1235	1.0	1
1237	0.0	0
1237	0.0	0
1237	0.0	0
1241	1.0	1
1241	0.0	0
1241	0.0	0
1243	1.0	0
1243	1.0	0
1243	1.0	0
1255	0.0	0
1255	1.0	0
1255	1.0	0
1257	1.0	1
1257	0.0	0
1264	1.0	1
1264	1.0	1
1264	1.0	1
1267	0.0	0
1267	0.0	0
1276	1.0	1
1276	1.0	1
1288	1.0	1
1288	1.0	1
1288	1.0	0
1301	0.0	0
1301	0.0	0
1301	0.0	0
1302	1.0	1
1302	1.0	1
1302	0.0	0
1303	0.0	0
1303	0.0	0
1303	1.0	1
1305	0.0	0
1305	1.0	1
1305	1.0	1
1306	0.0	0
1306	0.0	0
1306	0.0	0
1308	0.0	0
1308	0.0	0
1308	0.0	0
1315	1.0	1
1315	1.0	1
1321	0.0	0
1321	0.0	1
1321	0.0	1
1345	0.0	0
1345	1.0	0
1347	1.0	1
1347	0.0	1
1347	1.0	1
1356	1.0	1
1356	1.0	1
1356	1.0	1
1368	0.0	0
1368	1.0	1
1368	1.0	1
1371	1.0	1
1371	0.0	0
1371	1.0	1
1381	0.0	0
1381	0.0	0
1384	1.0	1
1384	0.0	0
1384	1.0	1
139	1.0	0
139	0.0	0
139	0.0	0
1391	1.0	0
1391	0.0	0
1391	0.0	0
1393	1.0	0
1393	1.0	1
1393	0.0	0
1396	0.0	0
1396	1.0	1
1396	1.0	1
1398	1.0	1
1398	1.0	1
1398	1.0	1
1401	0.0	0
1401	0.0	1
1415	1.0	1
1415	1.0	1
1415	1.0	1
1443	0.0	0
1443	1.0	0
1443	0.0	0
1444	1.0	0
1444	1.0	0
1444	0.0	0
1448	0.0	0
1448	0.0	0
1448	1.0	1
1451	0.0	0
1451	0.0	0
1451	1.0	1
1454	0.0	0
1454	1.0	1
1454	1.0	1
1455	0.0	0
1455	1.0	1
1455	1.0	1
1465	1.0	1
1465	1.0	0
1473	0.0	0
1473	0.0	1
1473	0.0	0
1481	0.0	0
1481	1.0	1
1481	1.0	1
1496	1.0	1
1496	1.0	1
1496	1.0	1
1499	1.0	1
1499	1.0	1
1499	1.0	1
15	0.0	0
15	0.0	0
15	1.0	0
1500	1.0	0
1500	0.0	0
1500	1.0	0
1507	1.0	1
1507	1.0	1
1507	1.0	1
1508	1.0	1
1508	1.0	1
1508	0.0	0
1516	0.0	0
1516	0.0	0
1522	1.0	0
1522	1.0	0
1522	1.0	1
1529	0.0	1
1529	0.0	0
1529	0.0	0
1531	1.0	0
1531	0.0	0
1531	1.0	0
1549	0.0	0
1549	0.0	1
1549	0.0	0
1551	1.0	0
1551	0.0	0
1557	0.0	0
1557	0.0	0
1558	1.0	0
1558	1.0	1
1558	1.0	1
1560	0.0	0
1560	0.0	1
1560	0.0	0
1562	0.0	0
1562	1.0	1
1562	1.0	1
1568	1.0	1
1568	1.0	1
1568	0.0	0
1575	0.0	0
1575	0.0	0
1577	0.0	0
1577	0.0	1
1577	1.0	1
1588	1.0	1
1588	1.0	1
1588	1.0	1
1602	1.0	1
1602	0.0	0
1614	0.0	0
1614	0.0	0
1614	1.0	1
1615	1.0	0
1615	1.0	1
1615	1.0	1
1617	1.0	1
1617	1.0	1
1617	0.0	0
1621	0.0	0
1621	1.0	1
1626	0.0	0
1626	0.0	0
1626	0.0	0
1632	0.0	0
1632	0.0	0
1642	1.0	1
1642	1.0	1
1642	1.0	1
1654	0.0	0
1654	0.0	0
1657	0.0	0
1657	0.0	0
1657	1.0	1
1659	0.0	0
1659	0.0	1
1670	1.0	1
1670	0.0	0
1690	1.0	1
1690	1.0	1
1690	1.0	1
1696	0.0	0
1696	0.0	0
1696	1.0	1
1700	1.0	1
1700	0.0	0
1700	1.0	1
1705	1.0	1
1705	0.0	0
1706	1.0	1
1706	0.0	0
1706	0.0	0
1711	0.0	0
1711	0.0	0
1711	0.0	0
1714	1.0	1
1714	0.0	0
1714	0.0	0
1718	0.0	0
1718	1.0	1
1720	0.0	0
1720	1.0	1
1722	1.0	1
1722	1.0	1
1722	1.0	1
1726	1.0	1
1726	1.0	1
1726	1.0	1
1749	0.0	0
1749	0.0	0
1749	0.0	0
1753	0.0	0
1753	1.0	1
1753	1.0	1
1755	1.0	1
1755	1.0	1
1755	1.0	1
1760	0.0	0
1760	1.0	1
1760	1.0	1
1761	1.0	0
1761	1.0	1
1761	1.0	0
1779	1.0	1
1779	1.0	1
1779	0.0	0
1781	1.0	1
1781	1.0	1
1781	1.0	1
1788	0.0	0
1788	0.0	0
1789	0.0	0
1789	0.0	0
1799	0.0	0
1799	1.0	1
1799	0.0	0
1806	0.0	0
1806	0.0	0
1806	0.0	0
1810	0.0	0
1810	0.0	0
1810	1.0	1
1812	0.0	0
1812	0.0	0
1812	0.0	0
1815	0.0	0
1815	0.0	0
1815	0.0	0
1818	0.0	1
1818	1.0	0
1818	1.0	1
1828	1.0	1
1828	1.0	1
1828	0.0	0
1841	1.0	1
1841	0.0	0
1841	1.0	1
1861	0.0	0
1861	0.0	0
1862	1.0	1
1862	0.0	0
1862	0.0	0
1867	0.0	0
1867	1.0	1
1867	0.0	0
1871	0.0	0
1871	0.0	0
1871	0.0	0
1874	0.0	0
1874	0.0	0
1874	0.0	0
1884	0.0	0
1884	1.0	1
1884	1.0	1
1892	0.0	0
1892	1.0	1
1907	0.0	0
1907	1.0	1
1909	0.0	0
1909	0.0	0
1923	0.0	0
1923	0.0	0
1923	0.0	0
1935	1.0	0
1935	0.0	0
1943	1.0	1
1943	1.0	0
1943	1.0	0
1956	0.0	0
1956	0.0	1
1956	0.0	1
1969	0.0	0
1969	0.0	0
1969	0.0	0
197	1.0	1
197	0.0	0
1974	1.0	1
1974	1.0	1
1974	0.0	0
1979	0.0	0
1979	0.0	0
1979	1.0	0
1985	1.0	1
1985	0.0	0
1985	0.0	1
1991	1.0	0
1991	1.0	1
1991	0.0	0
2004	0.0	0
2004	0.0	0
2004	0.0	0
2008	0.0	0
2008	1.0	1
2013	0.0	0
2013	0.0	0
2013	0.0	0
2017	1.0	1
2017	0.0	0
2017	1.0	1
2019	0.0	0
2019	0.0	0
2019	1.0	1
2021	0.0	0
2021	0.0	0
2023	0.0	0
2023	1.0	0
2023	0.0	0
2028	0.0	0
2028	1.0	1
2031	1.0	1
2031	0.0	0
2031	1.0	1
2039	1.0	1
2039	1.0	1
204	1.0	1
204	0.0	0
204	0.0	0
2042	0.0	0
2042	0.0	1
2048	0.0	0
2048	0.0	0
2049	0.0	0
2049	1.0	1
2050	0.0	0
2050	0.0	0
2050	0.0	0
2057	1.0	1
2057	1.0	1
2063	0.0	0
2063	0.0	0
2063	1.0	1
2064	1.0	0
2064	1.0	1
2064	1.0	1
2067	0.0	0
2067	0.0	0
2067	0.0	0
2071	1.0	1
2071	1.0	1
2072	1.0	1
2072	1.0	1
2072	0.0	0
2074	0.0	0
2074	1.0	1
2074	1.0	1
